,x,y,m
0,-8.492814156658687,2.056120444351219,1428314.03146764
1,-8.477529583785454,2.0636329206298245,2013465.1484633128
2,-8.475421014428164,4.176385848721417,1594736.4902655997
3,-8.1608103578931,3.54075207669841,1184457.8174142437
4,-8.091369223741491,1.9822042635680752,1404248.593774225
5,-8.058983917236702,12.499846761549707,1899160.6858825048
6,-8.051341364274853,3.1396877658160056,1428333.3647264438
7,-7.85965996846154,0.5179460130318866,1757792.5713599797
8,-7.803600177173371,7.883866577704835,2156188.0462935995
9,-7.789057659591992,5.491199339016019,1045936.26539489
10,-7.277296519450057,2.1321804953596843,1955989.656770336
11,-7.264123330904585,3.463271420637104,1621733.2033972656
12,-7.156543508630018,5.3413527258060345,2196233.046041536
13,-7.1407281784234655,9.606632601041843,2496176.29119062
14,-7.123067620616445,0.7819305958006902,2001918.2037296041
15,-7.09566598670391,12.48479248026505,1521046.1112604078
16,-7.093122826864847,11.669096872766302,2138714.7301408863
17,-7.043184083469606,-3.301160764552545,2216849.3679990727
18,-6.951367456395407,-2.4264862362855397,2173996.680150075
19,-6.922692413828264,4.509172666403648,1847526.1250776902
20,-6.913801460971925,-4.595735917232614,1451191.6171094137
21,-6.771500169469649,7.7774597056180435,1669438.6431481692
22,-6.753642495255532,6.192385295502612,2071392.7889508859
23,-6.747914547312591,3.4475973226412897,1785371.776869787
24,-6.725030658912716,4.97284249472963,1425456.4510857954
25,-6.582067103940385,4.944177202458325,1569381.1292294413
26,-6.543189856496508,-0.6043901423619689,1569364.9142381868
27,-6.454166995732138,0.14867887547812614,1640575.33506171
28,-6.4526632517913525,9.91363752013675,2230271.6388367116
29,-6.4213116424332775,1.0837537314209729,1525065.1423619797
30,-6.4154963096925055,4.9146051254471015,1720212.2502827218
31,-6.398486006955062,-1.6224002722183526,2071720.622812531
32,-6.3738878989312235,8.057615828411242,2161132.1634346885
33,-6.3557244544334335,0.4160787185607477,1521405.2317397937
34,-6.3533032575584265,-2.633041679044609,1520520.8910629153
35,-6.341851359775496,-1.705949895279626,2171284.4110360104
36,-6.340339453863098,12.557015073397515,1599141.0431784713
37,-6.3061180621214925,-4.542064630258922,1576929.4155428985
38,-6.28842381860378,-4.536966141836345,1740038.8190123653
39,-6.252652997235487,-3.2359064344327275,2069084.647311164
40,-6.235255742191014,1.8026581378757995,2115780.495971973
41,-6.186223503464628,10.477086869515723,2377811.6363765937
42,-6.172347131994464,-2.3663598306031037,933476.1541270252
43,-6.153557212262608,12.948588438824475,1455992.3978855037
44,-6.1408208693306685,6.98070556907671,1442780.5061651662
45,-6.0392703173629005,0.2059612411730627,1753846.2998345494
46,-6.024365610891504,14.90609010764695,1926541.5695762
47,-5.9952293425814736,-2.273682121352804,1548434.1669694656
48,-5.980102671630615,8.127797784189289,1428274.325527517
49,-5.878920208846599,-3.450602593472514,1206428.402968283
50,-5.81554092450753,3.901357219184762,2649729.55587187
51,-5.790600849875204,13.794701985643178,1180680.0362787077
52,-5.712519829893912,0.3972376622875251,1676734.6616169172
53,-5.687085702496014,-3.5003870360257285,1737028.2356361197
54,-5.5697380578505085,3.2724826545471157,2471585.633299713
55,-5.558945691311005,8.978957770798575,2028035.981181477
56,-5.5485502196633,5.108976173135831,1794280.2514880898
57,-5.5442895816171385,13.164593613109734,1864757.671553109
58,-5.54312833621146,-1.5654567251364098,1291776.8409741777
59,-5.537421382926935,7.84119559215979,2088245.3619768575
60,-5.521792354759271,-0.6511929235565448,1194558.4057165044
61,-5.493541625634319,-1.762081899398146,1382368.8537481108
62,-5.492579267669346,-0.3702893398539571,1259594.6567931343
63,-5.319565592793132,-2.8952786463154982,1669157.68724201
64,-5.260108847836582,9.326876435898948,2015513.642358461
65,-5.252331030772104,-2.383710295177639,1844218.682630786
66,-5.235097751278,0.8046926333031845,1545734.890636855
67,-5.210316516009127,0.0793852093995837,1850529.4324963219
68,-5.167392616875884,3.4838572566788737,2437072.4401835892
69,-5.119818093930037,5.443035219878028,2215574.620225068
70,-5.0888702179739544,10.991460713631193,2068244.170264474
71,-5.082500842971762,-3.1900266972799485,1786275.8665744746
72,-4.978452679490274,-0.9198126544428256,2146309.374698571
73,-4.918951159650595,5.435053391415149,1348368.0959325284
74,-4.910272773612383,-3.5113005004104716,1709116.6228055954
75,-4.867460334961901,9.898474400876939,1784351.0639587685
76,-4.8580867478651015,-5.25700954457561,1096534.4180086895
77,-4.848150787873968,30.529006056702656,1985095.150303096
78,-4.8024617137126295,14.258910858143562,1464589.3575756678
79,-4.795934694796618,-0.9941846926513902,1328772.6947705129
80,-4.785975544231393,8.096352342800014,1520531.5971148338
81,-4.757483992272467,-2.602676918936727,1741510.849179966
82,-4.742328895163334,12.150860480777359,1451081.9580339429
83,-4.738593804297094,-1.8635421054548431,1824071.9717661187
84,-4.6538354355141305,-4.42157091100833,1031342.1496123608
85,-4.651732504671793,16.45616450123396,2237574.8293208224
86,-4.60906374674868,1.4749083924657789,2358924.2898326903
87,-4.599438983939032,2.4212977776335345,1794337.2118419837
88,-4.559572440229717,11.438253567486793,1881212.1457553338
89,-4.490961648919007,-4.70961569631111,1924212.2237171447
90,-4.4895882455193865,-4.185849940168578,2031113.7112522768
91,-4.438721172997272,6.058266251109117,2035050.8358595627
92,-4.411358032774628,-0.4811223883280865,900931.003603286
93,-4.3669955418454975,7.2040433658793095,1838427.6440234056
94,-4.354115218924745,14.149206170314601,1927400.7562281832
95,-4.326629974981202,16.88871549667266,2115161.4159212583
96,-4.308053741805985,-0.9190719887089888,2133535.079857601
97,-4.259633643508781,18.16095418945753,1948818.8887148031
98,-4.217382827666833,32.79515575912614,2551017.886227263
99,-4.217101508821445,16.278580065506805,1046217.533127804
100,-4.215578540670721,12.786230499164374,1238546.974491328
101,-4.213714643185853,3.8472532853622727,1986262.4217889141
102,-4.187896306557709,15.644888698248876,1756953.1337358055
103,-4.1760409361189685,-2.240521186973854,1642507.205750527
104,-4.16572525596606,-2.668792410681816,2140868.621479188
105,-4.076450989622331,11.481077864983193,1712366.0654760897
106,-4.07201667479423,0.8186491078267429,1647275.03683285
107,-4.067520909557879,4.029415898342942,2052641.6067566192
108,-4.064072464513728,15.303711020575099,1335522.288822436
109,-3.9009983519478832,13.840093331255526,1274001.7804649791
110,-3.8472014204981937,-2.453937203908859,2134176.819319172
111,-3.834152773816511,-1.8649879305530144,1947353.3029668038
112,-3.825017774439748,1.8582773976020843,1526543.6169491815
113,-3.824339362224944,9.854989654172599,2192773.016369237
114,-3.808778925573336,19.476599567309343,1257138.397444838
115,-3.798113317806671,14.510155138558757,1362285.963425945
116,-3.7883027388324417,0.6537033803770957,1173964.9510543265
117,-3.759701662923714,8.189191577549758,1910837.5584307527
118,-3.7228474067516832,5.272128806377003,1894624.4381368163
119,-3.707892723449981,2.693319166787424,1648162.5997195288
120,-3.7059330979720264,6.1163493563339095,2388326.6424361086
121,-3.682003428708216,10.520030077752432,1669910.0212593162
122,-3.6524962574139286,12.515162373363472,1499456.0582895896
123,-3.595771505198865,15.48463094881367,1644923.5512741974
124,-3.5326745006532594,8.803815334722163,2021956.3988835688
125,-3.4501797575766617,9.797586833519098,1623765.0665321522
126,-3.3668960655903732,19.12066091113662,1448853.644043473
127,-3.3483990375008577,0.20055036764433695,1864279.537195606
128,-3.3304093260687715,9.334842818609793,2120085.576150034
129,-3.3165964468527416,-2.635712696547415,2247268.6915924507
130,-3.2966940066485093,-1.5065311376480048,1736160.1099504957
131,-3.287491763803974,31.78893263216936,1695744.348190991
132,-3.1977344113353783,18.037217333915123,1521479.6543919616
133,-3.1551618398475743,3.2855763100922357,2227853.7341792667
134,-3.078460752560874,10.8269441154444,1255632.5860454568
135,-3.0401521364281976,31.180159196397586,1656041.6302776763
136,-2.9996506407274595,16.280547988789074,2110868.808813393
137,-2.9564480586574198,-0.07640033477441642,1191716.6245569077
138,-2.952268284673538,10.516345769881047,1442299.981135875
139,-2.9000167261485066,11.351907531173813,2339207.899889776
140,-2.8920374801579816,2.155966906577824,1522024.623617264
141,-2.8250792181934017,-3.884822023886757,2466405.9830164267
142,-2.821051055463785,20.801213689976993,1393603.4520156682
143,-2.820265004851576,5.277011484929614,1345180.6028440064
144,-2.749690406182518,-4.945797805787048,1630781.6882285157
145,-2.74860943117097,1.9318521279381813,1094408.2792515734
146,-2.729490978733991,-3.5204932734762195,1932417.6329454144
147,-2.713696871805652,-2.1392642763567142,2234609.9805352944
148,-2.713475728719375,-1.682462589999201,2067953.1319599068
149,-2.5585624621531253,19.290446906275054,1485829.7488119986
150,-2.535482070126065,16.93498517235426,1424682.6010224014
151,-2.5245383637818963,14.308832258769698,923992.255203692
152,-2.501475544389023,16.45255833304957,1568067.0912843198
153,-2.466081666061751,13.929081457271225,1786538.2168175918
154,-2.4570041745494406,-0.7654943685922847,1159767.7907307765
155,-2.382991345363267,3.9389518840170683,1604588.656586462
156,-2.3805526508745167,-1.726682284198221,1497991.2001373512
157,-2.2996402764586734,32.4270713260793,2789050.2159217643
158,-2.291062283242226,0.4783893821371019,2501493.1452460587
159,-2.2715066350198416,30.050087822138767,2324107.793226306
160,-2.2645573194182442,15.82816415010449,1667547.4138797396
161,-2.2611654595103534,7.069789594319569,2274323.820269534
162,-2.229793538552511,15.627230897661581,1109318.2755368098
163,-2.222038616489921,14.119194476621475,1727806.0633023938
164,-2.214191682817048,7.6083753736168,1594437.3444654047
165,-2.1815254206954675,17.4883476138674,1676868.01952576
166,-2.1423542167477683,11.875805621629171,1577543.8181922906
167,-2.1237819463362664,4.98093628850563,2026768.9251340928
168,-2.120187027996188,3.1153181026342436,2409429.829900286
169,-1.9701751997899064,21.64994399331819,1668748.6744818413
170,-1.950681724074342,-4.351353537589777,1862985.871931804
171,-1.9360907229644773,10.88189807491712,1399019.0512101566
172,-1.92735401345185,5.80772596134575,1788751.14735482
173,-1.8997938161008123,17.323167372780212,1460166.0950575024
174,-1.8017283715968009,12.910950854913619,1774595.0442206648
175,-1.7814507481734818,24.241078822451943,1890923.470325236
176,-1.7662926285576082,7.895599140134723,1892195.931369705
177,-1.731644881821638,19.729406555535952,1585373.580123165
178,-1.730381538117859,31.63208587928238,1567552.681080997
179,-1.7284292385705409,19.16114249308641,1598114.7173858646
180,-1.6280634227804571,6.559761584219817,1948078.6119986856
181,-1.601468036899561,-2.4547204716910205,882489.3614343767
182,-1.534339617700509,2.8084503864404513,1687462.5414077726
183,-1.4973437537102057,-1.3640719522514255,2071373.24780758
184,-1.4943895760216297,21.240778853487896,1595466.3727565538
185,-1.470870482996791,31.281561972187422,1737728.5985276103
186,-1.422875110508688,24.353034244097987,2046452.2614409882
187,-1.3709799516003165,18.120107355387916,1671077.2927451348
188,-1.241973886843892,1.2363823529659994,2146503.1230556117
189,-1.2035751452262669,0.9780573398264446,1481251.7162811544
190,-1.1851740280601035,20.98752515874812,1931231.443969799
191,-1.1587218437440554,18.71973416798168,1598792.836635507
192,-1.1541418078925472,9.627755788819533,2169778.911463384
193,-1.1189514338538462,18.8362256905903,2050589.9945939227
194,-1.0969400467571129,11.256373501654387,2045039.4783568168
195,-1.096390553703222,17.335815998739392,1362683.4385961827
196,-1.067482476490068,2.808164782124844,2454124.5823326916
197,-1.0417942222623475,22.957455050153165,2276875.60254708
198,-1.01308541914314,32.820832905030215,1212036.2953282893
199,-1.0011384230440914,32.84693317619696,1599212.555447593
200,-0.9547488154344044,15.82410702435214,1391248.8481894669
201,-0.9516311369525868,24.027812751149693,2736985.5420797
202,-0.9042643906168896,11.87668205536463,1170033.8550976345
203,-0.8905591583865535,1.4595234758627469,1770413.4474375418
204,-0.8870354333901741,16.256060707393818,1930423.8126746246
205,-0.8809555728395271,20.538279040373894,1488114.1916183492
206,-0.8165159576982157,18.255195197615414,1029207.4875906112
207,-0.7954054576009515,23.048722547962154,2316121.702148978
208,-0.781139343715789,5.0324664980190885,1592312.0372463018
209,-0.689917772538827,26.24036605310279,2502240.282150784
210,-0.6789060617808076,-3.1914117763892227,1074288.2815455752
211,-0.648834211857622,24.17642938523249,2465139.966391559
212,-0.6346716157703685,20.052177632405808,1324460.5465193414
213,-0.55016242714873,20.718758702358862,1708854.584389233
214,-0.5244169729253221,16.829712306949748,1793858.4538309702
215,-0.4200160002769757,16.709441379097335,1828451.0588273408
216,-0.4026220297544458,-2.5204549935296976,2032629.6050500656
217,-0.3853402278895928,16.625440067799694,2444303.4947450673
218,-0.3749319605616819,19.154024405454873,2280427.517169821
219,-0.3313464167076825,13.967084059153139,1414781.7897277754
220,-0.3243045394217341,7.206115251685183,1600683.6501349297
221,-0.2942033872342169,3.742056926697509,877477.5778874755
222,-0.17702012704338266,24.997370123775355,1484668.8178035298
223,-0.12190013784600053,20.02263374083115,1559065.6922930588
224,-0.07513160814855269,22.242626056779642,1506273.1108628213
225,-0.07274028138604427,13.847277612865305,2307204.288497035
226,-0.06913002743889153,24.84299065109137,2296152.524650097
227,-0.018595520687029854,22.028748924598666,2079558.076470026
228,-0.0017122650497070069,9.28267760417214,2269656.60528679
229,-0.0005119356802953945,11.695088502989938,1510437.86900118
230,0.06925773486976405,6.894274543241805,2072292.9288500126
231,0.09943570065945018,21.332850191974057,2110526.42303652
232,0.10888899405863772,10.854947270901132,1504686.6402761743
233,0.14569140863212482,28.031386491772327,2037450.654565224
234,0.16632502858950904,-1.8808149093193447,1760132.9350977072
235,0.18801557624751372,0.7060188788365289,1128062.8054269722
236,0.2613742185605075,9.653318916977508,2244981.754172061
237,0.2787203315491977,5.582413092954087,2157893.530758364
238,0.2904728971208788,13.954170214405007,1977512.5630466
239,0.3212177061495405,24.84906502819493,1932043.0250705357
240,0.33568274095601325,17.052735876971784,1726433.1940428491
241,0.4128173453075239,7.348303691238158,2005189.890041948
242,0.4579920011774377,19.058874288858586,1646514.3874354132
243,0.4611384941903491,21.842787344061083,1486187.31015761
244,0.4971070880325299,17.735807369774786,2020686.6403376416
245,0.5016951693486913,21.966336541100482,1827235.5581367656
246,0.5569912544762605,22.889829086350346,2293594.92160646
247,0.5756316096704364,20.89164972174592,1513798.9456499263
248,0.6120594870957188,27.23626593340874,1828261.8839293718
249,0.6166420552091123,11.725045398250256,1321434.4757476023
250,0.6633924893311711,18.67118397315309,2670496.386209769
251,0.6851431044932987,15.186648640435104,1546186.5197201925
252,0.8032314634700053,12.245605481311195,1661421.369395352
253,0.8808832864748348,18.324074262146368,2167284.0895397323
254,0.8831461171091606,24.37036123292461,2537805.9945069253
255,0.8842083079246246,18.78920777655048,2213584.541875337
256,0.8931745635043793,15.209042788136154,1685744.5838728126
257,0.8999078244330565,12.98725148609818,1323669.7538689312
258,0.940685850409504,10.681102120967571,1148940.7500318652
259,0.9544308403648154,12.422728365779687,1757039.1979201562
260,1.0237717032257176,-3.7944917856364553,1864819.4132505783
261,1.0392316018080523,20.527878744698974,1265495.7702449923
262,1.043142493496418,8.781491292649427,1718474.9594889581
263,1.051933567108426,20.852478469942923,2021286.1792450503
264,1.0536379163969087,24.51866875161191,1997669.044482921
265,1.05481614911363,6.5528033403286505,1649414.8959671813
266,1.145188683222946,21.724555204009715,2224133.017339877
267,1.3036702146663948,-0.3356341665285099,1732888.7354649073
268,1.3090823660280038,10.764799481129426,1090144.6720319137
269,1.30979017430551,23.061318424105373,2189877.8088923013
270,1.3108526970257324,16.61051577678627,2536727.4897040003
271,1.3223787835451717,26.746838920357433,1818532.8891766926
272,1.3349775777621318,19.53007669602921,2193215.394592179
273,1.3551904872076133,22.41116875650573,1358832.378173247
274,1.4121094906565517,8.83194112138476,1836269.387110536
275,1.4815154355484468,24.86796194509514,2067040.7268750882
276,1.4820130914197391,6.505217327452932,1670667.5523892043
277,1.5166698756477524,13.14074008021288,2046743.2997455557
278,1.52780447030038,2.9806521282278866,1474949.4896802518
279,1.5370067926860358,10.81385373850459,2240499.972166228
280,1.5502551904155055,21.125451871871558,1307439.4831034755
281,1.550683137783614,20.281825842562288,1630583.6782391584
282,1.5723115148698137,26.289018007770355,1504050.0979271852
283,1.6099244110064728,20.239404450564766,1320031.047466078
284,1.6204962412398105,-2.3029049675811404,1964549.5090766682
285,1.6509075289363615,24.44548568351229,1922606.9395829525
286,1.6834234583543832,24.729864102004647,2322132.890445313
287,1.7066711125365421,26.008887368409038,1116559.9322079548
288,1.7107576830317808,5.973117155409728,2497151.6852799268
289,1.7675699345823466,20.8999377019978,1664125.5310137891
290,1.780635960224461,22.21326420106109,1873010.4784481232
291,1.7928257977044724,15.59744234061892,1982977.2229838585
292,1.8026990915835517,23.84247084113445,2001331.5536613974
293,1.805510749518344,25.69231740853073,1978731.805658234
294,1.808760736799844,17.9190177317949,2379233.358494405
295,1.830497787949847,13.166566123035375,1893592.915231628
296,1.8307742707531505,10.925554318446258,1635718.529411991
297,1.8400528643250764,18.742656174054552,1869471.6605490872
298,1.870995731287195,27.2247060423637,1846938.4355869682
299,1.8903724305933676,17.712488000768932,2183728.377401296
300,1.946543130874106,18.75029822798191,1682819.5449696588
301,1.9656961643126825,11.174923794752063,1102851.6122938266
302,1.9917699513688856,24.74273236838716,1417905.981985054
303,2.0386053870527494,23.898422911410705,1370792.909126197
304,2.085431898673714,15.328325418379793,2182892.058044672
305,2.118571784148818,24.84089751739716,2109552.484138736
306,2.119320827921948,0.046801853494111735,2575278.6314114933
307,2.1220207218626777,8.90744382919477,2450562.8971382976
308,2.131535713341382,24.12744595347464,1989386.3022194381
309,2.154806256744406,19.85006301959507,1911859.102879784
310,2.162277631970124,20.944097775956145,1644560.8967582562
311,2.184132866443095,17.966303264340347,2580163.709353656
312,2.1956695975435667,0.8583750201508957,1182017.3572881946
313,2.2006167837936648,21.559183185827017,2052367.1992123132
314,2.2127748843468757,10.600588078809114,1388792.6927834218
315,2.241998522972296,7.67682630090844,1243117.1074110484
316,2.243815821585845,0.9764822200401304,1635927.1415110147
317,2.2538549453872383,0.975880964723874,1242431.6082615405
318,2.2633736315784034,15.82346020236536,1734161.9241051376
319,2.3158018250020067,23.84409204827016,2112174.739262888
320,2.316904944198176,11.79708911210234,1242186.0966631877
321,2.3316615911235816,22.469470078180443,1912178.6213612985
322,2.3668263884140988,21.11193396633127,2268647.326023451
323,2.368491813970837,-0.0941110267813164,1827366.9411428275
324,2.372640563919121,10.88258239799989,1314247.8045275705
325,2.3758543445442446,2.1024074473764305,1817229.661225741
326,2.403142577183047,16.50803641467064,1711684.620074396
327,2.4082670020501222,16.535317554517437,1276212.216388168
328,2.4513387847610275,22.05742149585433,1688831.4608617553
329,2.481831789415786,16.366920604797713,2137769.479304552
330,2.5254547058496,20.233278496173888,2096626.6414948874
331,2.5256247678141914,17.59888356485682,1433293.8008010387
332,2.5297419395132796,20.839390594159607,2275302.33262639
333,2.5448128540495585,12.827695778353041,1621796.4002862573
334,2.5581686845719998,19.87276201969504,2626249.001228384
335,2.5837273139051278,20.902851551942184,1997582.9802985704
336,2.592692129155683,19.72929325168463,1317456.81366218
337,2.597136552856047,18.02108209041986,2047613.7121607154
338,2.6066412751821755,19.91776902705096,2452926.1281713843
339,2.6457548509083186,19.94068914848514,2131114.88847062
340,2.6665686895981664,16.58895200267764,1946493.076892304
341,2.6923254559818783,16.485191042198938,1677020.9185779097
342,2.699971673677349,23.364220264592248,2115493.199588465
343,2.703268014994641,20.470584244911226,2009018.291054028
344,2.7708058973946663,25.162918598131533,1944257.0711752132
345,2.7818014525539048,18.396349983647667,2070080.621966294
346,2.796754420053311,19.310050453540114,2253856.135731829
347,2.7997089044332792,21.06075925803457,1188214.498272698
348,2.8206184741438705,24.359197262803136,1322249.4869426426
349,2.832936243925439,19.369398981969915,1620248.2843904626
350,2.8457322347727434,21.97333401665856,2540644.241629967
351,2.854392202678049,19.055881399748788,2057225.2521690517
352,2.8898075460468453,10.058582767553503,963013.111946306
353,2.8920531869174844,10.03412462954874,2228373.23755292
354,2.897769552354588,-5.6634072429342615,1487901.213944757
355,2.903451537958084,15.6274516150213,2073404.2794044532
356,2.9069906716114597,23.181545958734105,1835765.8908436343
357,2.910397149679085,21.31455841458714,1908733.7672577372
358,2.9169191867995465,18.03280859114305,2325517.4580429285
359,2.9262687478055667,17.900015394850413,1156478.953946914
360,2.9444317503116952,16.387119671597205,2157798.3196558696
361,3.0103299793069325,0.4473198694398094,2013731.6563964959
362,3.0159413375163138,22.41695803064517,1940228.0616174848
363,3.021816263344812,25.14843760918024,1723811.5625722068
364,3.0337880181377006,17.86785910712682,1541249.782478969
365,3.0348042592828817,26.291484312476772,2172487.646540893
366,3.037934131798054,26.597918335138846,1997352.644268956
367,3.0707760570384646,14.697183493765428,2138151.7789060515
368,3.0782832618283527,20.89496330891834,1411348.3692718938
369,3.110787370778084,8.247757858443006,1470803.0253781802
370,3.118059830774622,24.629980713004603,1691461.0958857732
371,3.125748499153831,15.303865859971086,2455578.7344330125
372,3.134201469010192,15.830759752299493,1344206.1442349642
